TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
"MEDICAMENTO";"ATENOLOL";"19/04/2004";"GEN?RICO";123520119;"01/04/2019";"25351204785200217";"ANTI-HIPERTENSIVOS SIMPLES";"73663650000190 - RANBAXY FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"25/06/2004";"GEN?RICO";102980342;"01/06/2019";"25351068544200371";"BETABLOQUEADORES SIMPLES";"44734671000151 - CRIST?LIA PRODUTOS QU?MICOS FARMAC?UTICOS LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"20/07/2004";"GEN?RICO";105830331;"01/07/2019";"25351019502200314";"BETABLOQUEADORES SIMPLES";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"24/11/2008";"GEN?RICO";104650419;"01/11/2013";"25351257720200517";"ANTI-HIPERTENSIVOS SIMPLES";"29785870000103 - LABORAT?RIO NEO QU?MICA COM?RCIO E IND?STRIA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"12/01/2009";"GEN?RICO";141070071;"01/01/2019";"25351429066200711";"BETABLOQUEADORES SIMPLES";"02501297000102 - PHARLAB IND?STRIA FARMAC?UTICA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"21/03/2011";;172870371;"01/11/2013";"25351228506201062";"ANTI-HIPERTENSIVOS SIMPLES";"02932074000191 - HYPERA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"18/07/2011";"GEN?RICO";118190099;"01/07/2016";"25351535733200915";"BETABLOQUEADORES SIMPLES";"92265552000140 - MULTILAB IND?STRIA E COM?RCIO DE PRODUTOS FARMAC?UTICOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"30/08/2011";"GEN?RICO";103920168;"01/08/2026";"25351047959201094";"BETABLOQUEADORES SIMPLES";"30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATENOLOL";"16/01/2012";;155840152;"01/11/2013";"25351534963201121";"ANTI-HIPERTENSIVOS SIMPLES";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL";"04/05/2015";"GEN?RICO";143810168;"01/05/2025";"25351423037201063";"BETABLOQUEADORES SIMPLES";"02814497000107 - CIMED INDUSTRIA S.A";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATENOLOL";"18/05/2015";"GEN?RICO";183260136;"01/02/2027";"25351688564201449";"BETABLOQUEADORES SIMPLES";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATENOLOL";"06/07/2015";"GEN?RICO";155840470;"01/07/2025";"25351578917201470";"BETABLOQUEADORES SIMPLES";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATENOLOL";"24/12/2018";"GEN?RICO";105730540;"01/06/2025";"25351683804201819";"BETABLOQUEADORES SIMPLES";"60659463002992 - ACH? LABORAT?RIOS FARMAC?UTICOS S.A";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"08/01/2003";"GEN?RICO";100890288;"01/01/2008";"25351163821200277";"ANTI-HIPERTENSIVOS";"33069212000184 - MERCK S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"15/10/2003";"GEN?RICO";102350639;"01/10/2028";"25351021817200313";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"57507378000365 - EMS S/A";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"12/11/2004";"GEN?RICO";112130345;"01/11/2019";"25351034435200350";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"53162095000106 - BIOSINT?TICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"17/07/2006";"GEN?RICO";100430951;"01/07/2026";"25351353317200518";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"02/07/2007";"GEN?RICO";135690342;"01/07/2012";"25351228203200522";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"00923140000131 - EMS SIGMA PHARMA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"12/05/2008";"GEN?RICO";101810551;"01/05/2018";"25351213829200704";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"14/02/2011";;167730255;"01/07/2017";"25351667509201033";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"28/05/2012";"GEN?RICO";154230187;"01/05/2027";"25351527034200981";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"03485572000104 - GEOLAB IND?STRIA FARMAC?UTICA S/A";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"18/05/2015";"GEN?RICO";183260124;"01/05/2028";"25351679854201468";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ATENOLOL + CLORTALIDONA";"04/02/2019";"GEN?RICO";103920192;"01/02/2029";"25351811562201860";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ATENOLOL + NIFEDIPINA";"21/11/1996";"SIMILAR";101160146;"01/11/2001";"250000019359046";"ANTI-HIPERTENSIVOS";"33258450000138 - KNOLL PRODUTOS QUIMICOS E FARMACEUTICOS LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOLOL+CLORTALIDONA";"23/12/2013";"GEN?RICO";121100313;"01/12/2018";"25351310353201276";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61072393000133 - WYETH IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOPRESS";"21/12/2001";"SIMILAR";100470352;"01/11/2029";"250000010559981";"ANTI-HIPERTENSIVOS SIMPLES";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATENORESE";"02/10/2001";"SIMILAR";100470345;"01/11/2029";"250000181929936";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"ATENOLOL +  CLORTALIDONA"
"MEDICAMENTO";"ATENORIC";"28/11/2000";"SIMILAR";104650159;"01/12/2011";"250000308719602";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"29785870000103 - LABORAT?RIO NEO QU?MICA COM?RCIO E IND?STRIA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENORIC";"27/12/2010";;172870141;"01/12/2016";"25351227933201071";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"02932074000191 - HYPERA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENORIC";"16/01/2012";;155840166;"01/12/2011";"25351539144201147";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENORM";"28/03/2001";"SIMILAR";115600102;"01/03/2011";"253510257630014";"BETABLOQUEADORES SIMPLES";"17562075000169 - CIFARMA CIENT?FICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOSIL";"22/04/1999";"SIMILAR";113050034;"01/04/2004";"250000113999916";"BETABLOQUEADORES SIMPLES";"53461158000125 - LUMA INDUSTRIA FARMACEUTICA LTDA ";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOTON";"27/02/2002";"SIMILAR";104080080;"01/02/2012";"250000021339502";"BETABLOQUEADORES SIMPLES";"46385514000103 - ROYTON QU?MICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENOZEM";"23/03/2009";"SIMILAR";141070073;"01/03/2019";"25351429081200751";"BETABLOQUEADORES SIMPLES";"02501297000102 - PHARLAB IND?STRIA FARMAC?UTICA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENS";"15/05/1991";"SIMILAR";103940196;"01/10/2009";"250000061988862";"ANTI-HIPERTENSIVOS SIMPLES";"61150819000120 - LABORAT?RIO AMERICANO DE FARMACOTERAPIA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENS H";"22/04/1994";"SIMILAR";103940087;"01/04/2009";"2500000350289";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61150819000120 - LABORAT?RIO AMERICANO DE FARMACOTERAPIA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENSEC";"20/12/2002";"SIMILAR";104650351;"01/12/2012";"250000295459815";"ANTI-HIPERTENSIVOS";"29785870000103 - LABORAT?RIO NEO QU?MICA COM?RCIO E IND?STRIA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENSEC";"10/01/2011";;172870214;"01/12/2012";"25351773511201012";"ANTI-HIPERTENSIVOS";"02932074000191 - HYPERA S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENSEC";"02/01/2012";;155840135;"01/12/2012";"25351566158201143";"ANTI-HIPERTENSIVOS";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATENSINA";"11/07/2003";"NOVO";103670058;"01/06/2029";"2599100647978";"ANTI-HIPERTENSIVOS SIMPLES";"60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QU?MICA E FARMAC?UTICA LTDA.";"V?LIDO";"CLORIDRATO DE CLONIDINA"
"MEDICAMENTO";"ATENUOL CRT";"30/12/2013";"SIMILAR";120190082;"01/07/2009";"250000086949968";"ANTI-HIPERTENSIVOS";"33408105000133 - GREENPHARMA QU?MICA E FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATEPEMES";"01/03/2002";"FITOTER?PICO";105710128;"01/02/2007";"253510175950147";"FITOTERAPICO SIMPLES";"18324343000177 - BELFAR LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATEPLUS";"23/12/2013";"SIMILAR";121100312;"01/12/2018";"25351574453201127";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61072393000133 - WYETH IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATEPRESS";"26/11/1996";"SIMILAR";103700151;"01/11/2026";"250000215719599";"BETABLOQUEADORES SIMPLES";"17159229000176 - LABORAT?RIO TEUTO BRASILEIRO S/A";"V?LIDO";"ATENOLOL"
"MEDICAMENTO";"ATEROGREL";"14/02/2011";"SIMILAR";109740218;"01/02/2026";"25351132856200918";"OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR";"49475833000106 - BIOLAB SANUS FARMAC?UTICA LTDA";"V?LIDO";"BISSULFATO DE CLOPIDOGREL"
"MEDICAMENTO";"ATEROMA";"17/02/2014";"SIMILAR";103720230;"01/02/2019";"25351020047201289";"ANTILIPEMICOS";"43312503000105 - SUPERA FARMA LABORAT?RIOS S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATEROMA";"23/11/2015";"SIMILAR";103720263;"01/11/2025";"25351728800201443";"ANTILIPEMICOS";"43312503000105 - SUPERA FARMA LABORAT?RIOS S.A";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATESTO";"23/09/2019";"SIMILAR";103720288;"01/09/2029";"25351361423201962";"ANDROGENOS SIMPLES";"43312503000105 - SUPERA FARMA LABORAT?RIOS S.A";"V?LIDO";"UNDECILATO DE TESTOSTERONA"
"MEDICAMENTO";"ATG";"25/01/1995";"SIMILAR";100419922;"01/01/2005";"250000012459410";;"49324221000104 - FRESENIUS KABI BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATG FRESENIUS";"14/08/2006";"BIOL?GICO";132230103;"01/08/2016";"25351283596200537";"IMUNOGLOBULINAS";"01440590000136 - FRESENIUS MEDICAL CARE LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATGAM";"04/06/1999";"NOVO";123890072;"01/05/2004";"250000089929976";"IMUNOGLOBULINAS";"71699490000104 - PHARMACIA BRASIL LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATINAC";"17/02/1998";"SIMILAR";104300011;"01/06/2014";"250000085959218";"DESCONGESTIONANTES NASAIS SISTEMICOS";"42457796000156 - DIFFUCAP - CHEMOBR?S QU?MICA E FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATIP";"04/05/2015";"SIMILAR";103720246;"01/05/2025";"25351733233201172";"ANTIPSICOTICOS";"43312503000105 - SUPERA FARMA LABORAT?RIOS S.A";"V?LIDO";"HEMIFUMARATO DE QUETIAPINA"
"MEDICAMENTO";"ATIP XR";"04/05/2015";"SIMILAR";103720247;"01/05/2025";"25351470120201311";"ANTIPSICOTICOS";"43312503000105 - SUPERA FARMA LABORAT?RIOS S.A";"V?LIDO";"HEMIFUMARATO DE QUETIAPINA"
"MEDICAMENTO";"ATLANSIL";"04/09/1992";"SIMILAR";119240061;"01/08/2008";"2599202956476";"ANTIARRITMICOS";"40319394000160 - SANOFI WINTHROP FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATLANSIL";"14/11/2003";;120330231;"01/08/2013";"25351053004200392";"ANTIARRITMICOS";"61099966000112 - SANOFI - SYNTHELABO FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATLANSIL";"18/05/2009";"NOVO";113001068;"01/08/2028";"25351434999200631";"ANTIARRITMICOS";"02685377000157 - SANOFI-AVENTIS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATLANSIL";"17/02/2020";"NOVO";183260423;"01/08/2028";"25351627031201971";"ANTIARRITMICOS";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"CLORIDRATO DE AMIODARONA"
"MEDICAMENTO";"ATLETAL";"14/03/1985";"SIMILAR";104290161;"01/03/2005";"2500100910483";"ANTIMICOTICOS PARA USO TOPICO";"14372981000102 - BAYER S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATMOS";"10/01/2005";"SIMILAR";100430920;"01/01/2020";"25351172164200411";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATOBACH";"20/08/2018";"GEN?RICO";105830934;"01/08/2028";"25351077320201755";"AGENTES ANTINEOPL?SICOS E IMUNOMODULADORES";"45992062000165 - GERMED FARMACEUTICA LTDA";"V?LIDO";"TACROLIMO MONOIDRATADO"
"MEDICAMENTO";"ATORLESS";"19/07/2010";"SIMILAR";105830690;"01/07/2025";"25351328515200951";"ANTILIPEMICOS";"45992062000165 - GERMED FARMACEUTICA LTDA";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVAN";"31/05/2001";"SIMILAR";100380070;"01/05/2006";"253510313920019";"ANTILIPEMICOS";"46179008000168 - BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVAST";"21/10/2002";"SIMILAR";115600119;"01/10/2007";"25351162538200228";"ANTILIPEMICOS";"17562075000169 - CIFARMA CIENT?FICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA CALCICA";"13/09/2010";"GEN?RICO";102160220;"01/09/2020";"25351531676200950";"ANTILIPEMICOS";"46070868003699 - LABORAT?RIOS PFIZER LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA CALCICA";"10/01/2011";"GEN?RICO";101810607;"01/01/2016";"25351279847201040";"ANTILIPEMICOS";"50929710000179 - MEDLEY IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA CALCICA";"30/08/2011";"GEN?RICO";126750134;"01/08/2021";"25351247748201158";"ANTILIPEMICOS";"72593791000111 - NOVA QUIMICA FARMAC?UTICA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA CALCICA";"10/06/2014";"GEN?RICO";110630136;"01/06/2029";"25351668471201321";"ANTILIPEMICOS";"33781055000135 - FUNDA??O OSWALDO CRUZ";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA CALCICA";"13/04/2015";"GEN?RICO";100470543;"01/04/2025";"25351677089201193";"ANTILIPEMICOS";"61286647000116 - SANDOZ DO BRASIL IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA CALCICA";"11/05/2015";"GEN?RICO";183260101;"01/01/2026";"25351688499201425";"ANTILIPEMICOS";"10588595001092 - SANOFI MEDLEY FARMAC?UTICA LTDA.";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"20/07/2009";"GEN?RICO";105730381;"01/07/2014";"25351824464200827";"ANTILIPEMICOS";"60659463002992 - ACH? LABORAT?RIOS FARMAC?UTICOS S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"20/07/2009";"GEN?RICO";112130404;"01/07/2014";"25351824506200889";"ANTILIPEMICOS";"53162095000106 - BIOSINT?TICA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"14/02/2011";"GEN?RICO";113001106;"01/02/2016";"25351016552201153";"ANTILIPEMICOS";"02685377000157 - SANOFI-AVENTIS FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"20/06/2011";"GEN?RICO";121100282;"01/06/2016";"25351150370201007";"ANTILIPEMICOS";"61072393000133 - WYETH IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"11/07/2011";"GEN?RICO";103700562;"01/07/2026";"25351139467201161";"ANTILIPEMICOS";"17159229000176 - LABORAT?RIO TEUTO BRASILEIRO S/A";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"04/02/2013";"GEN?RICO";100431075;"01/02/2018";"25351010061201106";"ANTILIPEMICOS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"02/12/2013";"GEN?RICO";155840418;"01/12/2028";"25351214781201160";"ANTILIPEMICOS";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"06/07/2015";"GEN?RICO";100431137;"01/07/2025";"25351711343201458";"ANTILIPEMICOS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"05/10/2015";"GEN?RICO";143810173;"01/10/2025";"25351677904201252";"ANTILIPEMICOS";"02814497000107 - CIMED INDUSTRIA S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"23/11/2015";"GEN?RICO";154230221;"01/11/2020";"25351523456201589";"ANTILIPEMICOS";"03485572000104 - GEOLAB IND?STRIA FARMAC?UTICA S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"18/01/2016";"GEN?RICO";102351119;"01/01/2026";"25351546423201515";"ANTILIPEMICOS";"57507378000365 - EMS S/A";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"19/12/2016";"GEN?RICO";126750244;"01/12/2026";"25351546582201510";"ANTILIPEMICOS";"72593791000111 - NOVA QUIMICA FARMAC?UTICA S/A";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"19/12/2016";"GEN?RICO";167730487;"01/12/2026";"25351546467201537";"ANTILIPEMICOS";"05044984000126 - LEGRAND PHARMA IND?STRIA FARMAC?UTICA LTDA";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"09/01/2017";"GEN?RICO";105830864;"01/01/2027";"25351546272201597";"ANTILIPEMICOS";"45992062000165 - GERMED FARMACEUTICA LTDA";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTATINA C?LCICA";"18/11/2019";"GEN?RICO";110390231;"01/11/2029";"25351347271201995";"ANTILIPEMICOS";"43640754000119 - FUNDA??O PARA O REM?DIO POPULAR - FURP";"V?LIDO";"ATORVASTATINA C?LCICA"
"MEDICAMENTO";"ATORVASTEROL";"23/12/2013";"SIMILAR";155840421;"01/12/2018";"25351215313201154";"ANTILIPEMICOS";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVASTEROL";"19/09/2016";"SIMILAR";155840528;"01/09/2026";"25351226075201635";"ANTILIPEMICOS";"05161069000110 - BRAINFARMA IND?STRIA QU?MICA E FARMAC?UTICA S.A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATORVAZ";"03/02/2004";"SIMILAR";137640088;"01/02/2009";"25351224602200271";"ANTILIPEMICOS";"02433631000120 - ASPEN PHARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATOSSION";"08/03/2002";"SIMILAR";103850002;"01/03/2027";"2599200999440";"ANTITUSSIGENOS SIMPLES";"83874628000143 - LABORAT?RIO FARMAC?UTICO ELOFAR LTDA";"V?LIDO";"DROPROPIZINA"
"MEDICAMENTO";"ATOVAQUONA";"23/07/1999";"SIMILAR";105500126;"01/07/2004";"250000060009976";"ANTIPARASITARIOS";"48396378000182 - UCI - FARMA IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATP";"21/10/1999";"SIMILAR";115570030;"01/10/2009";"250000179679243";"PRODUTOS NAO ENQUADRADOS EM CLASSES TERAPEUTICAS";"08939548000103 - INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATRACE";"13/04/2020";"SIMILAR";194270095;"01/04/2030";"25351393059201576";"ANALGESICOS NARCOTICOS";"14806008000154 - MOMENTA FARMAC?UTICA LTDA.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATRACE";"13/12/2021";"SIMILAR";100431394;"01/04/2030";"25351111780202104";"ANALGESICOS NARCOTICOS";"61190096000192 - EUROFARMA LABORAT?RIOS S.A.";"V?LIDO";"CLORIDRATO DE TRAMADOL +  PARACETAMOL"
"MEDICAMENTO";"ATRED";"10/09/2012";"SIMILAR";100330166;"01/09/2027";"25351768004201100";"ANTINEOPLASICO";"61230314000175 - LIBBS FARMAC?UTICA LTDA";"V?LIDO";"PEMETREXEDE DISS?DICO HEMIPENTAIDRATADO"
"MEDICAMENTO";"ATROCALMAN";"31/12/1989";"SIMILAR";104040159;"01/12/2004";"2500100792454";"ANTIESPASMODICOS";"61299111000135 - LUPER IND?STRIA FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATROCOLIC";"23/11/2010";;178170030;"01/04/2016";"25351651724200980";"ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS";"61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATROFARMA";"26/03/2001";"SIMILAR";110850017;"01/03/2026";"253510231300017";"ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS";"06628333000146 - FARMACE IND?STRIA QU?MICO-FARMAC?UTICA CEARENSE LTDA";"V?LIDO";"SULFATO DE ATROPINA"
"MEDICAMENTO";"ATROFEM";"02/01/2018";"SIMILAR";178170851;"01/01/2028";"25351117800201685";"ANALGESICOS NAO NARCOTICOS";"61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"V?LIDO";"IBUPROFENO"
"MEDICAMENTO";"ATRONAX";"31/05/2001";"FITOTER?PICO";104440092;"01/05/2006";"2500101439585";"ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS";"33145194000172 - LABORAT?RIO GROSS S. A.";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATROP";"08/08/2001";"SIMILAR";148690022;"01/07/2006";"253510233880096";"MIDRIATICOS";"03436841000134 - FORMIL FARMAC?UTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATROP";"19/05/2003";;104971293;"01/07/2006";"25351021975200373";"MIDRIATICOS";"60665981000118 - UNI?O QU?MICA FARMAC?UTICA NACIONAL S/A";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATROPA BELADONA + ASSOCIA??ES";"30/08/1993";"SIMILAR";105830066;"01/08/2003";"2500100088883";"FITOTERAPICO SIMPLES";"45992062000165 - GERMED FARMACEUTICA LTDA";"CADUCO/CANCELADO";
"MEDICAMENTO";"ATROPINA";"11/03/1996";"NOVO";101470091;"01/08/2026";"2599200938276";"MIDRIATICOS";"43426626000177 - ALLERGAN PRODUTOS FARMAC?UTICOS LTDA";"V?LIDO";"SULFATO DE ATROPINA"
"MEDICAMENTO";"ATROPINON";"12/03/1999";"SIMILAR";113430048;"01/03/2014";"2500100066986";"ANTIESPASMODICOS";"19570720000110 - HIPOLABOR FARMACEUTICA LTDA";"CADUCO/CANCELADO";
